id,area,section,level,question
355,Frontend,Frontend / JavaScript,Middle,Сравните strict mode с альтернативным подходом.
356,Frontend,Frontend / JavaScript,Middle,Какие ошибки часто допускают при работе с equality?
357,Frontend,Frontend / JavaScript,Middle,"Как протестировать код, связанный с coercion?"
358,Frontend,Frontend / JavaScript,Middle,Как оптимизировать решение с использованием exception handling?
359,Frontend,Frontend / JavaScript,Middle,Как тема web workers связана с производительностью?
360,Frontend,Frontend / JavaScript,Middle,Как тема internationalization связана с безопасностью?
361,Frontend,Frontend / JavaScript,Middle,Объясните closures.
362,Frontend,Frontend / JavaScript,Middle,Какие проблемы возникают при использовании event loop?
363,Frontend,Frontend / JavaScript,Middle,Как проверить и отладить microtasks?
364,Frontend,Frontend / JavaScript,Middle,Приведите production-пример использования macrotasks.
365,Frontend,Frontend / JavaScript,Middle,Сравните promises с альтернативным подходом.
366,Frontend,Frontend / JavaScript,Middle,Какие ошибки часто допускают при работе с async/await?
367,Frontend,Frontend / JavaScript,Middle,"Как протестировать код, связанный с prototype chain?"
368,Frontend,Frontend / JavaScript,Middle,Как оптимизировать решение с использованием this?
369,Frontend,Frontend / JavaScript,Middle,Как тема bind/call/apply связана с производительностью?
370,Frontend,Frontend / JavaScript,Middle,Как тема hoisting связана с безопасностью?
371,Frontend,Frontend / JavaScript,Middle,Объясните modules.
372,Frontend,Frontend / JavaScript,Middle,Какие проблемы возникают при использовании ESM vs CommonJS?
373,Frontend,Frontend / JavaScript,Middle,Как проверить и отладить iterators?
374,Frontend,Frontend / JavaScript,Middle,Приведите production-пример использования generators.
