id,area,section,level,question,question_en
600,Backend,Databases,Senior,Приведите production-пример использования Docker.,Give a production example of using Docker.
601,Backend,Databases,Junior,Что такое promises?,What is promises?
601,Backend,Architecture Distributed Systems,Junior,Что такое observability (advanced)?,What is observability (advanced)?
602,Backend,Databases,Junior,Как работает async/await?,How does async/await work?
602,Backend,Architecture Distributed Systems,Junior,Как работает system design (advanced)?,How does system design work (advanced)?
603,Backend,Databases,Junior,Когда использовать prototypes?,When should you use prototypes?
603,Backend,Architecture Distributed Systems,Junior,Когда использовать closures (advanced)?,When should you use closures (advanced)?
604,Backend,Databases,Junior,Какие проблемы возникают при использовании TypeScript generics?,What problems can arise when using TypeScript generics?
604,Backend,Architecture Distributed Systems,Junior,Какие проблемы возникают при использовании event loop (advanced)?,What problems can arise when using event loop (advanced)?
605,Backend,Databases,Junior,Как протестировать accessibility?,How do you test accessibility?
605,Backend,Architecture Distributed Systems,Junior,Как протестировать promises (advanced)?,How do you test promises (advanced)?
606,Backend,Databases,Junior,Как оптимизировать CSS Grid?,How do you optimize CSS Grid?
606,Backend,Architecture Distributed Systems,Junior,Как оптимизировать async/await (advanced)?,How do you optimize async/await (advanced)?
607,Backend,Databases,Junior,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
607,Backend,Architecture Distributed Systems,Junior,Сравните prototypes с альтернативным подходом.,Compare prototypes with an alternative approach.
